"Fecha";"Estacion";"Ano";"Mes";"Dia";"X1";"X10";"X14";"X81";"X82";"X83";"X86";"X87";"X88";"X89"
"2021-01-15";18;2021;1;15;NA;28;7;NA;NA;"1,1";NA;NA;NA;NA
"2021-01-16";18;2021;1;16;NA;32;8;NA;NA;"1,7";NA;NA;NA;NA
"2021-01-17";18;2021;1;17;NA;25;13;NA;NA;"1,5";NA;NA;NA;NA
"2021-01-18";18;2021;1;18;NA;22;10;NA;NA;"3,2";NA;NA;NA;NA
"2021-01-19";18;2021;1;19;NA;14;12;NA;NA;"2,9";NA;NA;NA;NA
"2021-01-20";18;2021;1;20;NA;14;10;NA;NA;"4,2";NA;NA;NA;NA
"2021-01-21";18;2021;1;21;NA;3;56;NA;NA;"9,3";NA;NA;NA;NA
"2021-01-22";18;2021;1;22;NA;4;63;NA;NA;"9";NA;NA;NA;NA
"2021-01-23";18;2021;1;23;NA;6;60;NA;NA;"7,3";NA;NA;NA;NA
"2021-01-24";18;2021;1;24;NA;8;66;NA;NA;"11";NA;NA;NA;NA
"2021-01-25";18;2021;1;25;NA;5;48;NA;NA;"11,5";NA;NA;NA;NA
"2021-01-26";18;2021;1;26;NA;6;35;NA;NA;"13,6";NA;NA;NA;NA
"2021-01-27";18;2021;1;27;NA;10;24;NA;NA;"15,3";NA;NA;NA;NA
"2021-01-28";18;2021;1;28;NA;5;20;NA;NA;"11,7";NA;NA;NA;NA
"2021-01-29";18;2021;1;29;NA;8;23;NA;NA;"10,8";NA;NA;NA;NA
"2021-01-30";18;2021;1;30;NA;5;55;NA;NA;"11,4";NA;NA;NA;NA
"2021-01-31";18;2021;1;31;NA;7;67;NA;NA;"11,3";NA;NA;NA;NA
"2021-02-01";18;2021;2;1;NA;9;55;NA;NA;"12,6";NA;NA;NA;NA
"2021-02-02";18;2021;2;2;NA;6;42;NA;NA;"11,2";NA;NA;NA;NA
"2021-02-03";18;2021;2;3;NA;9;27;NA;NA;"11,3";NA;NA;NA;NA
"2021-02-04";18;2021;2;4;NA;15;35;NA;NA;"11,9";NA;NA;NA;NA
"2021-02-05";18;2021;2;5;NA;35;33;NA;NA;"12,8";NA;NA;NA;NA
"2021-02-06";18;2021;2;6;NA;12;39;NA;NA;"10,2";NA;NA;NA;NA
"2021-02-07";18;2021;2;7;NA;5;54;NA;NA;"9,1";NA;NA;NA;NA
"2021-02-08";18;2021;2;8;NA;6;60;NA;NA;"8,7";NA;NA;NA;NA
"2021-02-09";18;2021;2;9;NA;7;62;NA;NA;"8,1";NA;NA;NA;NA
"2021-02-10";18;2021;2;10;NA;9;67;NA;NA;"10,8";NA;NA;NA;NA
"2021-02-11";18;2021;2;11;NA;13;28;NA;NA;"11,1";NA;NA;NA;NA
"2021-02-12";18;2021;2;12;NA;6;55;NA;NA;"12,4";NA;NA;NA;NA
"2021-02-13";18;2021;2;13;NA;11;52;NA;NA;"12";NA;NA;NA;NA
"2021-02-14";18;2021;2;14;NA;13;30;NA;NA;"10,2";NA;NA;NA;NA
"2021-02-15";18;2021;2;15;NA;14;45;NA;NA;"11,1";NA;NA;NA;NA
"2021-02-16";18;2021;2;16;NA;16;30;NA;NA;"10,5";NA;NA;NA;NA
"2021-02-17";18;2021;2;17;NA;22;21;NA;NA;"11,6";NA;NA;NA;NA
"2021-02-18";18;2021;2;18;NA;84;24;NA;NA;"11,1";NA;NA;NA;NA
"2021-02-19";18;2021;2;19;NA;83;23;NA;NA;"11,6";NA;NA;NA;NA
"2021-02-20";18;2021;2;20;NA;41;34;NA;NA;"12,1";NA;NA;NA;NA
"2021-02-21";18;2021;2;21;NA;54;65;NA;NA;"10,2";NA;NA;NA;NA
"2021-02-22";18;2021;2;22;NA;6;63;NA;NA;"9,3";NA;NA;NA;NA
"2021-02-23";18;2021;2;23;NA;8;30;NA;NA;"9";NA;NA;NA;NA
"2021-02-24";18;2021;2;24;NA;23;29;NA;NA;"9,9";NA;NA;NA;NA
"2021-02-25";18;2021;2;25;NA;53;41;NA;NA;"11,1";NA;NA;NA;NA
"2021-02-26";18;2021;2;26;NA;53;31;NA;NA;"12,1";NA;NA;NA;NA
"2021-02-27";18;2021;2;27;NA;33;32;NA;NA;"13,1";NA;NA;NA;NA
"2021-02-28";18;2021;2;28;NA;32;55;NA;NA;"10,4";NA;NA;NA;NA
"2021-03-01";18;2021;3;1;NA;40;43;NA;NA;"9,5";NA;NA;NA;NA
"2021-03-02";18;2021;3;2;NA;52;48;NA;NA;"12";NA;NA;NA;NA
"2021-03-03";18;2021;3;3;NA;97;26;NA;NA;"12,3";NA;NA;NA;NA
"2021-03-04";18;2021;3;4;NA;95;13;NA;NA;"9,9";NA;NA;NA;NA
"2021-03-05";18;2021;3;5;NA;73;32;NA;NA;"11,2";NA;NA;NA;NA
"2021-03-06";18;2021;3;6;NA;46;52;NA;NA;"12,6";NA;NA;NA;NA
"2021-03-07";18;2021;3;7;NA;25;58;NA;NA;"11";NA;NA;NA;NA
"2021-03-08";18;2021;3;8;NA;23;24;NA;NA;"8,9";NA;NA;NA;NA
"2021-03-09";18;2021;3;9;NA;12;59;NA;NA;"9,9";NA;NA;NA;NA
"2021-03-10";18;2021;3;10;NA;19;25;NA;NA;"9,5";NA;NA;NA;NA
"2021-03-11";18;2021;3;11;NA;18;36;NA;NA;"12,9";NA;NA;NA;NA
"2021-03-12";18;2021;3;12;NA;10;45;NA;NA;"12,4";NA;NA;NA;NA
"2021-03-13";18;2021;3;13;NA;12;48;NA;NA;"10,3";NA;NA;NA;NA
"2021-03-14";18;2021;3;14;NA;10;59;NA;NA;"11,3";NA;NA;NA;NA
"2021-03-15";18;2021;3;15;NA;14;65;NA;NA;"12,5";NA;NA;NA;NA
"2021-03-16";18;2021;3;16;NA;14;73;NA;NA;"12,9";NA;NA;NA;NA
"2021-03-17";18;2021;3;17;NA;8;70;NA;NA;"13,4";NA;NA;NA;NA
"2021-03-18";18;2021;3;18;NA;9;75;NA;NA;"9,8";NA;NA;NA;NA
"2021-03-19";18;2021;3;19;NA;8;68;NA;NA;"8,5";NA;NA;NA;NA
"2021-03-20";18;2021;3;20;NA;9;84;NA;NA;"7,7";NA;NA;NA;NA
"2021-03-21";18;2021;3;21;NA;11;67;NA;NA;"9,2";NA;NA;NA;NA
"2021-03-22";18;2021;3;22;NA;19;34;NA;NA;"10,4";NA;NA;NA;NA
"2021-03-23";18;2021;3;23;NA;24;38;NA;NA;"12,1";NA;NA;NA;NA
"2021-03-24";18;2021;3;24;NA;22;37;NA;NA;"13,6";NA;NA;NA;NA
"2021-03-25";18;2021;3;25;NA;26;41;NA;NA;"14,2";NA;NA;NA;NA
"2021-03-26";18;2021;3;26;NA;38;40;NA;NA;"14,3";NA;NA;NA;NA
"2021-03-27";18;2021;3;27;NA;34;52;NA;NA;"13";NA;NA;NA;NA
"2021-03-28";18;2021;3;28;NA;30;62;NA;NA;"14,7";NA;NA;NA;NA
"2021-03-29";18;2021;3;29;NA;27;62;NA;NA;"15,9";NA;NA;NA;NA
"2021-03-30";18;2021;3;30;NA;34;70;NA;NA;"16,9";NA;NA;NA;NA
"2021-03-31";18;2021;3;31;NA;30;63;NA;NA;"16,7";NA;NA;NA;NA
"2021-04-01";18;2021;4;1;NA;30;76;NA;NA;"17,9";NA;NA;NA;NA
"2021-04-02";18;2021;4;2;NA;13;56;NA;NA;"14,8";NA;NA;NA;NA
"2021-04-03";18;2021;4;3;NA;27;37;NA;NA;"14,1";NA;NA;NA;NA
"2021-04-04";18;2021;4;4;NA;25;63;NA;NA;"14,6";NA;NA;NA;NA
"2021-04-05";18;2021;4;5;NA;20;56;NA;NA;"15,9";NA;NA;NA;NA
"2021-04-06";18;2021;4;6;NA;21;50;NA;NA;"16";NA;NA;NA;NA
"2021-04-07";18;2021;4;7;NA;15;68;NA;NA;"13,7";NA;NA;NA;NA
"2021-04-08";18;2021;4;8;NA;19;58;NA;NA;"13,2";NA;NA;NA;NA
"2021-04-09";18;2021;4;9;NA;20;47;NA;NA;"11,3";NA;NA;NA;NA
"2021-04-10";18;2021;4;10;NA;23;52;NA;NA;"13,5";NA;NA;NA;NA
"2021-04-11";18;2021;4;11;NA;7;54;NA;NA;"13,2";NA;NA;NA;NA
"2021-04-12";18;2021;4;12;NA;7;64;NA;NA;"11,2";NA;NA;NA;NA
"2021-04-13";18;2021;4;13;NA;19;41;NA;NA;"12,7";NA;NA;NA;NA
"2021-04-14";18;2021;4;14;NA;16;52;NA;NA;"15,4";NA;NA;NA;NA
"2021-04-15";18;2021;4;15;NA;20;62;NA;NA;"13,9";NA;NA;NA;NA
"2021-04-16";18;2021;4;16;NA;17;70;NA;NA;"13,1";NA;NA;NA;NA
"2021-04-17";18;2021;4;17;NA;14;84;NA;NA;"11";NA;NA;NA;NA
"2021-04-18";18;2021;4;18;NA;13;79;NA;NA;"12,3";NA;NA;NA;NA
"2021-04-19";18;2021;4;19;NA;21;53;NA;NA;"14,8";NA;NA;NA;NA
"2021-04-20";18;2021;4;20;NA;15;48;NA;NA;"15,5";NA;NA;NA;NA
"2021-04-21";18;2021;4;21;NA;16;54;NA;NA;"14,4";NA;NA;NA;NA
"2021-04-22";18;2021;4;22;NA;10;54;NA;NA;"13,3";NA;NA;NA;NA
"2021-04-23";18;2021;4;23;NA;12;67;NA;NA;"14";NA;NA;NA;NA
"2021-04-24";18;2021;4;24;NA;12;75;NA;NA;"13,2";NA;NA;NA;NA
"2021-04-25";18;2021;4;25;NA;15;55;NA;NA;"11,6";NA;NA;NA;NA
"2021-04-26";18;2021;4;26;NA;17;43;NA;NA;"15,1";NA;NA;NA;NA
"2021-04-27";18;2021;4;27;NA;17;42;NA;NA;"14,7";NA;NA;NA;NA
"2021-04-28";18;2021;4;28;NA;12;48;NA;NA;"14,9";NA;NA;NA;NA
"2021-04-29";18;2021;4;29;NA;9;63;NA;NA;"14,4";NA;NA;NA;NA
"2021-04-30";18;2021;4;30;NA;15;61;NA;NA;"13,2";NA;NA;NA;NA
"2021-05-01";18;2021;5;1;NA;9;61;NA;NA;"13,3";NA;NA;NA;NA
"2021-05-02";18;2021;5;2;NA;11;79;NA;NA;"14,1";NA;NA;NA;NA
"2021-05-03";18;2021;5;3;NA;12;76;NA;NA;"13,9";NA;NA;NA;NA
"2021-05-04";18;2021;5;4;NA;13;61;NA;NA;"16,1";NA;NA;NA;NA
"2021-05-05";18;2021;5;5;NA;18;61;NA;NA;"18,8";NA;NA;NA;NA
"2021-05-06";18;2021;5;6;NA;20;48;NA;NA;"19,8";NA;NA;NA;NA
"2021-05-07";18;2021;5;7;NA;19;58;NA;NA;"21,8";NA;NA;NA;NA
"2021-05-08";18;2021;5;8;NA;20;56;NA;NA;"21,6";NA;NA;NA;NA
"2021-05-09";18;2021;5;9;NA;22;65;NA;NA;"17,4";NA;NA;NA;NA
"2021-05-10";18;2021;5;10;NA;9;61;NA;NA;"13,4";NA;NA;NA;NA
"2021-05-11";18;2021;5;11;NA;9;69;NA;NA;"13,4";NA;NA;NA;NA
"2021-05-12";18;2021;5;12;NA;13;75;NA;NA;"15,8";NA;NA;NA;NA
"2021-05-13";18;2021;5;13;NA;10;71;NA;NA;"16,2";NA;NA;NA;NA
"2021-05-14";18;2021;5;14;NA;13;80;NA;NA;"18,2";NA;NA;NA;NA
"2021-05-15";18;2021;5;15;NA;15;53;NA;NA;"20,7";NA;NA;NA;NA
"2021-05-16";18;2021;5;16;NA;13;32;NA;NA;"21,6";NA;NA;NA;NA
"2021-05-17";18;2021;5;17;NA;12;74;NA;NA;"20,3";NA;NA;NA;NA
"2021-05-18";18;2021;5;18;NA;17;57;NA;NA;"21,6";NA;NA;NA;NA
"2021-05-19";18;2021;5;19;NA;15;82;NA;NA;"20,1";NA;NA;NA;NA
"2021-05-20";18;2021;5;20;NA;18;74;NA;NA;"21,3";NA;NA;NA;NA
"2021-05-21";18;2021;5;21;NA;29;48;NA;NA;"23,2";NA;NA;NA;NA
"2021-05-22";18;2021;5;22;NA;12;85;NA;NA;"19,2";NA;NA;NA;NA
"2021-05-23";18;2021;5;23;NA;13;77;NA;NA;"15,6";NA;NA;NA;NA
"2021-05-24";18;2021;5;24;NA;9;68;NA;NA;"18";NA;NA;NA;NA
"2021-05-25";18;2021;5;25;NA;21;NA;NA;NA;"19,2";NA;NA;NA;NA
"2021-05-26";18;2021;5;26;NA;23;82;NA;NA;"20,9";NA;NA;NA;NA
"2021-05-27";18;2021;5;27;NA;25;75;NA;NA;"22,4";NA;NA;NA;NA
"2021-05-28";18;2021;5;28;NA;20;78;NA;NA;"21,5";NA;NA;NA;NA
"2021-05-29";18;2021;5;29;NA;16;80;NA;NA;"24,1";NA;NA;NA;NA
"2021-05-30";18;2021;5;30;NA;20;89;NA;NA;"25,2";NA;NA;NA;NA
"2021-05-31";18;2021;5;31;NA;27;73;NA;NA;"24,5";NA;NA;NA;NA
"2021-06-01";18;2021;6;1;NA;22;64;NA;NA;"21,1";NA;NA;NA;NA
"2021-06-02";18;2021;6;2;NA;24;73;NA;NA;"20,8";NA;NA;NA;NA
"2021-06-03";18;2021;6;3;NA;25;82;NA;NA;"23,2";NA;NA;NA;NA
"2021-06-04";18;2021;6;4;NA;20;70;NA;NA;"23,9";NA;NA;NA;NA
"2021-06-05";18;2021;6;5;NA;17;66;NA;NA;"19,3";NA;NA;NA;NA
"2021-06-06";18;2021;6;6;NA;20;66;NA;NA;"22,3";NA;NA;NA;NA
"2021-06-07";18;2021;6;7;NA;18;71;NA;NA;"25,6";NA;NA;NA;NA
"2021-06-08";18;2021;6;8;NA;20;73;NA;NA;"27,2";NA;NA;NA;NA
"2021-06-09";18;2021;6;9;NA;22;71;NA;NA;"27,7";NA;NA;NA;NA
"2021-06-10";18;2021;6;10;NA;26;91;NA;NA;"27,9";NA;NA;NA;NA
"2021-06-11";18;2021;6;11;NA;29;87;NA;NA;"26,1";NA;NA;NA;NA
"2021-06-12";18;2021;6;12;NA;16;98;NA;NA;"24,4";NA;NA;NA;NA
"2021-06-13";18;2021;6;13;NA;17;98;NA;NA;"25,9";NA;NA;NA;NA
"2021-06-14";18;2021;6;14;NA;24;100;NA;NA;"27,5";NA;NA;NA;NA
"2021-06-15";18;2021;6;15;NA;34;89;NA;NA;"27,5";NA;NA;NA;NA
"2021-06-16";18;2021;6;16;NA;32;86;NA;NA;"25,7";NA;NA;NA;NA
"2021-06-17";18;2021;6;17;NA;16;60;NA;NA;"18,8";NA;NA;NA;NA
"2021-06-18";18;2021;6;18;NA;16;58;NA;NA;"19,8";NA;NA;NA;NA
"2021-06-19";18;2021;6;19;NA;9;71;NA;NA;"19,9";NA;NA;NA;NA
"2021-06-20";18;2021;6;20;NA;9;61;NA;NA;"18,1";NA;NA;NA;NA
"2021-06-21";18;2021;6;21;NA;10;56;NA;NA;"18,8";NA;NA;NA;NA
"2021-06-22";18;2021;6;22;NA;10;49;NA;NA;"18,3";NA;NA;NA;NA
"2021-06-23";18;2021;6;23;NA;7;63;NA;NA;"19,5";NA;NA;NA;NA
"2021-06-24";18;2021;6;24;NA;11;82;NA;NA;"21,5";NA;NA;NA;NA
"2021-06-25";18;2021;6;25;NA;17;80;NA;NA;"24,8";NA;NA;NA;NA
"2021-06-26";18;2021;6;26;NA;26;75;NA;NA;"26,4";NA;NA;NA;NA
"2021-06-27";18;2021;6;27;NA;14;78;NA;NA;"25,4";NA;NA;NA;NA
"2021-06-28";18;2021;6;28;NA;10;75;NA;NA;"22,4";NA;NA;NA;NA
"2021-06-29";18;2021;6;29;NA;15;78;NA;NA;"23,8";NA;NA;NA;NA
"2021-06-30";18;2021;6;30;NA;22;76;NA;NA;"25,8";NA;NA;NA;NA
"2021-07-01";18;2021;7;1;NA;11;66;NA;NA;"26,7";NA;NA;NA;NA
"2021-07-02";18;2021;7;2;NA;20;62;NA;NA;"27,6";NA;NA;NA;NA
"2021-07-03";18;2021;7;3;NA;13;58;NA;NA;"27,2";NA;NA;NA;NA
"2021-07-04";18;2021;7;4;NA;14;68;NA;NA;"26,9";NA;NA;NA;NA
"2021-07-05";18;2021;7;5;NA;17;57;NA;NA;"26,8";NA;NA;NA;NA
"2021-07-06";18;2021;7;6;NA;12;38;NA;NA;"21,7";NA;NA;NA;NA
"2021-07-07";18;2021;7;7;NA;12;58;NA;NA;"21,1";NA;NA;NA;NA
"2021-07-08";18;2021;7;8;NA;11;66;NA;NA;"22,6";NA;NA;NA;NA
"2021-07-09";18;2021;7;9;NA;25;70;NA;NA;"26,1";NA;NA;NA;NA
"2021-07-10";18;2021;7;10;NA;28;76;NA;NA;"29,2";NA;NA;NA;NA
"2021-07-11";18;2021;7;11;NA;83;75;NA;NA;"30,9";NA;NA;NA;NA
"2021-07-12";18;2021;7;12;NA;25;69;NA;NA;"25,3";NA;NA;NA;NA
"2021-07-13";18;2021;7;13;NA;16;66;NA;NA;"21,3";NA;NA;NA;NA
"2021-07-14";18;2021;7;14;NA;17;67;NA;NA;"22,5";NA;NA;NA;NA
"2021-07-15";18;2021;7;15;NA;21;82;NA;NA;"24,4";NA;NA;NA;NA
"2021-07-16";18;2021;7;16;NA;26;84;NA;NA;"28,1";NA;NA;NA;NA
"2021-07-17";18;2021;7;17;NA;22;94;NA;NA;"30,4";NA;NA;NA;NA
"2021-07-18";18;2021;7;18;NA;24;97;NA;NA;"30,9";NA;NA;NA;NA
"2021-07-19";18;2021;7;19;NA;23;91;NA;NA;"29,3";NA;NA;NA;NA
"2021-07-20";18;2021;7;20;NA;32;74;NA;NA;"29,3";NA;NA;NA;NA
"2021-07-21";18;2021;7;21;NA;34;86;NA;NA;"29,4";NA;NA;NA;NA
"2021-07-22";18;2021;7;22;NA;40;79;NA;NA;"30,3";NA;NA;NA;NA
"2021-07-23";18;2021;7;23;NA;27;70;NA;NA;"28,3";NA;NA;NA;NA
"2021-07-24";18;2021;7;24;NA;12;82;NA;NA;"26,1";NA;NA;NA;NA
"2021-07-25";18;2021;7;25;NA;13;79;NA;NA;"25,7";NA;NA;NA;NA
"2021-07-26";18;2021;7;26;NA;18;73;NA;NA;"23,9";NA;NA;NA;NA
"2021-07-27";18;2021;7;27;NA;21;73;NA;NA;"27,1";NA;NA;NA;NA
"2021-07-28";18;2021;7;28;NA;27;72;NA;NA;"28,7";NA;NA;NA;NA
"2021-07-29";18;2021;7;29;NA;32;79;NA;NA;"29,3";NA;NA;NA;NA
"2021-07-30";18;2021;7;30;NA;20;90;NA;NA;"29,5";NA;NA;NA;NA
"2021-07-31";18;2021;7;31;NA;14;65;NA;NA;"24,2";NA;NA;NA;NA
"2021-08-01";18;2021;8;1;NA;12;64;NA;NA;"21,1";NA;NA;NA;NA
"2021-08-02";18;2021;8;2;NA;16;76;NA;NA;"23,9";NA;NA;NA;NA
"2021-08-03";18;2021;8;3;NA;20;64;NA;NA;"25,7";NA;NA;NA;NA
"2021-08-04";18;2021;8;4;NA;11;71;NA;NA;"27,6";NA;NA;NA;NA
"2021-08-05";18;2021;8;5;NA;15;69;NA;NA;"28,6";NA;NA;NA;NA
"2021-08-06";18;2021;8;6;NA;21;64;NA;NA;"28,6";NA;NA;NA;NA
"2021-08-07";18;2021;8;7;NA;11;74;NA;NA;"25,8";NA;NA;NA;NA
"2021-08-08";18;2021;8;8;NA;16;70;NA;NA;"24,8";NA;NA;NA;NA
"2021-08-09";18;2021;8;9;NA;30;67;NA;NA;"27,2";NA;NA;NA;NA
"2021-08-10";18;2021;8;10;NA;39;66;NA;NA;"29,5";NA;NA;NA;NA
"2021-08-11";18;2021;8;11;NA;83;54;NA;NA;"31,4";NA;NA;NA;NA
"2021-08-12";18;2021;8;12;NA;55;75;NA;NA;"31,3";NA;NA;NA;NA
"2021-08-13";18;2021;8;13;NA;53;63;NA;NA;"32,4";NA;NA;NA;NA
"2021-08-14";18;2021;8;14;NA;64;51;NA;NA;"34";NA;NA;NA;NA
"2021-08-15";18;2021;8;15;NA;47;62;NA;NA;"33";NA;NA;NA;NA
"2021-08-16";18;2021;8;16;NA;24;86;NA;NA;"29,4";NA;NA;NA;NA
"2021-08-17";18;2021;8;17;NA;17;83;NA;NA;"25,8";NA;NA;NA;NA
"2021-08-18";18;2021;8;18;NA;24;73;NA;NA;"26,8";NA;NA;NA;NA
"2021-08-19";18;2021;8;19;NA;35;74;NA;NA;"27,6";NA;NA;NA;NA
"2021-08-20";18;2021;8;20;NA;30;71;NA;NA;"27,8";NA;NA;NA;NA
"2021-08-21";18;2021;8;21;NA;33;62;NA;NA;"27,8";NA;NA;NA;NA
"2021-08-22";18;2021;8;22;NA;29;66;NA;NA;"28,5";NA;NA;NA;NA
"2021-08-23";18;2021;8;23;NA;35;72;NA;NA;"30,1";NA;NA;NA;NA
"2021-08-24";18;2021;8;24;NA;37;67;NA;NA;"26,9";NA;NA;NA;NA
"2021-08-25";18;2021;8;25;NA;39;80;NA;NA;"26";NA;NA;NA;NA
"2021-08-26";18;2021;8;26;NA;44;70;NA;NA;"26,5";NA;NA;NA;NA
"2021-08-27";18;2021;8;27;NA;36;74;NA;NA;"28,1";NA;NA;NA;NA
"2021-08-28";18;2021;8;28;NA;25;80;NA;NA;"27,6";NA;NA;NA;NA
"2021-08-29";18;2021;8;29;NA;24;71;NA;NA;"26,4";NA;NA;NA;NA
"2021-08-30";18;2021;8;30;NA;16;66;NA;NA;"26,3";NA;NA;NA;NA
"2021-08-31";18;2021;8;31;NA;20;54;NA;NA;"25,9";NA;NA;NA;NA
"2021-09-01";18;2021;9;1;NA;16;48;NA;NA;"20,6";NA;NA;NA;NA
"2021-09-02";18;2021;9;2;NA;18;45;NA;NA;"20,2";NA;NA;NA;NA
"2021-09-03";18;2021;9;3;NA;19;52;NA;NA;"23";NA;NA;NA;NA
"2021-09-04";18;2021;9;4;NA;16;62;NA;NA;"24,4";NA;NA;NA;NA
"2021-09-05";18;2021;9;5;NA;20;55;NA;NA;"25,1";NA;NA;NA;NA
"2021-09-06";18;2021;9;6;NA;23;43;NA;NA;"26,4";NA;NA;NA;NA
"2021-09-07";18;2021;9;7;NA;21;52;NA;NA;"27";NA;NA;NA;NA
"2021-09-08";18;2021;9;8;NA;12;55;NA;NA;"24,5";NA;NA;NA;NA
"2021-09-09";18;2021;9;9;NA;13;49;NA;NA;"23,7";NA;NA;NA;NA
"2021-09-10";18;2021;9;10;NA;11;52;NA;NA;"24,1";NA;NA;NA;NA
"2021-09-11";18;2021;9;11;NA;10;45;NA;NA;"22,4";NA;NA;NA;NA
"2021-09-12";18;2021;9;12;NA;21;39;NA;NA;"23,9";NA;NA;NA;NA
"2021-09-13";18;2021;9;13;NA;27;26;NA;NA;"22,3";NA;NA;NA;NA
"2021-09-14";18;2021;9;14;NA;22;28;NA;NA;"18,7";NA;NA;NA;NA
"2021-09-15";18;2021;9;15;NA;21;33;NA;NA;"19,4";NA;NA;NA;NA
"2021-09-16";18;2021;9;16;NA;22;37;NA;NA;"21,2";NA;NA;NA;NA
"2021-09-17";18;2021;9;17;NA;21;43;NA;NA;"22,1";NA;NA;NA;NA
"2021-09-18";18;2021;9;18;NA;12;51;NA;NA;"21,7";NA;NA;NA;NA
"2021-09-19";18;2021;9;19;NA;11;50;NA;NA;"19,1";NA;NA;NA;NA
"2021-09-20";18;2021;9;20;NA;16;44;NA;NA;"18,6";NA;NA;NA;NA
"2021-09-21";18;2021;9;21;NA;9;54;NA;NA;"17";NA;NA;NA;NA
"2021-09-22";18;2021;9;22;NA;8;55;NA;NA;"17,2";NA;NA;NA;NA
"2021-09-23";18;2021;9;23;NA;14;62;NA;NA;"19,6";NA;NA;NA;NA
"2021-09-24";18;2021;9;24;NA;35;40;NA;NA;"19,6";NA;NA;NA;NA
"2021-09-25";18;2021;9;25;NA;21;56;NA;NA;"19,1";NA;NA;NA;NA
"2021-09-26";18;2021;9;26;NA;10;62;NA;NA;"19,4";NA;NA;NA;NA
"2021-09-27";18;2021;9;27;NA;19;31;NA;NA;"19,8";NA;NA;NA;NA
"2021-09-28";18;2021;9;28;NA;15;37;NA;NA;"19,9";NA;NA;NA;NA
"2021-09-29";18;2021;9;29;NA;15;43;NA;NA;"19,9";NA;NA;NA;NA
"2021-09-30";18;2021;9;30;NA;18;47;NA;NA;"20";NA;NA;NA;NA
"2021-10-01";18;2021;10;1;NA;20;38;NA;NA;"19,6";NA;NA;NA;NA
"2021-10-02";18;2021;10;2;NA;15;51;NA;NA;"19,9";NA;NA;NA;NA
"2021-10-03";18;2021;10;3;NA;8;50;NA;NA;"16,6";NA;NA;NA;NA
"2021-10-04";18;2021;10;4;NA;9;43;NA;NA;"14,8";NA;NA;NA;NA
"2021-10-05";18;2021;10;5;NA;11;36;NA;NA;"18,1";NA;NA;NA;NA
"2021-10-06";18;2021;10;6;NA;12;35;NA;NA;"19,1";NA;NA;NA;NA
"2021-10-07";18;2021;10;7;NA;18;27;NA;NA;"18,5";NA;NA;NA;NA
"2021-10-08";18;2021;10;8;NA;14;23;NA;NA;"18,8";NA;NA;NA;NA
"2021-10-09";18;2021;10;9;NA;19;57;NA;NA;"18,7";NA;NA;NA;NA
"2021-10-10";18;2021;10;10;NA;19;56;NA;NA;"18";NA;NA;NA;NA
"2021-10-11";18;2021;10;11;NA;17;44;NA;NA;"18,1";NA;NA;NA;NA
"2021-10-12";18;2021;10;12;NA;16;43;NA;NA;"17,9";NA;NA;NA;NA
"2021-10-13";18;2021;10;13;NA;18;44;NA;NA;"17,9";NA;NA;NA;NA
"2021-10-14";18;2021;10;14;NA;17;33;NA;NA;"16,8";NA;NA;NA;NA
"2021-10-15";18;2021;10;15;NA;22;37;NA;NA;"17,1";NA;NA;NA;NA
"2021-10-16";18;2021;10;16;NA;24;32;NA;NA;"16,4";NA;NA;NA;NA
"2021-10-17";18;2021;10;17;NA;22;50;NA;NA;"18,8";NA;NA;NA;NA
"2021-10-18";18;2021;10;18;NA;25;26;NA;NA;"18,5";NA;NA;NA;NA
"2021-10-19";18;2021;10;19;NA;25;27;NA;NA;"19";NA;NA;NA;NA
"2021-10-20";18;2021;10;20;NA;21;35;NA;NA;"18,2";NA;NA;NA;NA
"2021-10-21";18;2021;10;21;NA;11;47;NA;NA;"18,1";NA;NA;NA;NA
"2021-10-22";18;2021;10;22;NA;9;63;NA;NA;"15,7";NA;NA;NA;NA
"2021-10-23";18;2021;10;23;NA;11;45;NA;NA;"14,4";NA;NA;NA;NA
"2021-10-24";18;2021;10;24;NA;15;31;NA;NA;"13,3";NA;NA;NA;NA
"2021-10-25";18;2021;10;25;NA;22;18;NA;NA;"13,2";NA;NA;NA;NA
"2021-10-26";18;2021;10;26;NA;21;43;NA;NA;"15,4";NA;NA;NA;NA
"2021-10-27";18;2021;10;27;NA;20;26;NA;NA;"14,1";NA;NA;NA;NA
"2021-10-28";18;2021;10;28;NA;22;30;NA;NA;"14";NA;NA;NA;NA
"2021-10-29";18;2021;10;29;NA;18;39;NA;NA;"14,5";NA;NA;NA;NA
"2021-10-30";18;2021;10;30;NA;NA;39;NA;NA;"16,2";NA;NA;NA;NA
"2021-10-31";18;2021;10;31;NA;32;37;NA;NA;"16,9";NA;NA;NA;NA
"2021-11-01";18;2021;11;1;NA;7;56;NA;NA;"15,9";NA;NA;NA;NA
"2021-11-02";18;2021;11;2;NA;8;54;NA;NA;"11,9";NA;NA;NA;NA
"2021-11-03";18;2021;11;3;NA;7;59;NA;NA;"10";NA;NA;NA;NA
"2021-11-04";18;2021;11;4;NA;10;35;NA;NA;"9,2";NA;NA;NA;NA
"2021-11-05";18;2021;11;5;NA;7;40;NA;NA;"8,6";NA;NA;NA;NA
"2021-11-06";18;2021;11;6;NA;5;47;NA;NA;"8,8";NA;NA;NA;NA
"2021-11-07";18;2021;11;7;NA;14;20;NA;NA;"8,1";NA;NA;NA;NA
